Team Suzy,Jarvis Landry,Dropped
Team Suzy,D.J. Chark,Won at $0
2 Gurleys 1 Kupp,Golden Tate,Won at $0
Famous Amos,Jake Elliott,Dropped
Famous Amos,Mason Crosby,Won at $0
SKEET BALL,Ben Roethlisberger,Dropped
SKEET BALL,Whitney Mercilus,Won at $1
Team Suzy,Tre Boston,Dropped
Team Suzy,Tracy Walker,Won at $0
Placeholder,Kyzir White,Dropped
Placeholder,Jerome Baker,Won at $0
Donalds Ducks,Demaryius Thomas,Dropped
Donalds Ducks,Jarrad Davis,Won at $1
FUCK YOU MELVIN JUST PLAY,Austin Seibert,Dropped
FUCK YOU MELVIN JUST PLAY,Brett Maher,Won at $1
Donalds Ducks,Tyrann Mathieu,Dropped
Donalds Ducks,Terrell Edmunds,Won at $1
Bye Week,Akiem Hicks,Dropped
Bye Week,Trey Hendrickson,Won at $2
Team Suzy,David Njoku,Dropped
Team Suzy,Greg Olsen,Won at $3
Peacocks,Clelin Ferrell,Dropped
Peacocks,Devin White,Won at $3
Team Suzy,Kalen Ballage,Dropped
Team Suzy,Rashaad Penny,Won at $4
Placeholder,Tevin Coleman,Dropped
Placeholder,Raheem Mostert,Won at $5
Peacocks,Sterling Shepard,Dropped
Peacocks,Demarcus Robinson,Won at $12
SKEET BALL,Ryan Fitzpatrick,Dropped
SKEET BALL,Teddy Bridgewater,Won at $16
Team Suzy,Trevor Siemian,Dropped
Team Suzy,Mason Rudolph,Won at $29
2 Gurleys 1 Kupp,Nick Vigil,Dropped
Veteran Minimum,Derrius Guice,Dropped
Veteran Minimum,Matt Bryant,Won at $0
The Tank,Jordan Reed,Dropped
The Tank,Jerry Hughes,Won at $0
Team Suzy,Josh Rosen,Dropped
Team Suzy,Nick Foles,Won at $4
Bye Week,Reshad Jones,Dropped
Bye Week,Minkah Fitzpatrick,Won at $0
FUCK YOU MELVIN JUST PLAY,Vonn Bell,Dropped
FUCK YOU MELVIN JUST PLAY,Ha Ha Clinton-Dix,Won at $2
Team Suzy,Jimmy Graham,Dropped
Team Suzy,David Njoku,Won at $0
Team Suzy,Raheem Mostert,Dropped
Team Suzy,Trevor Siemian,Won at $0
2 Gurleys 1 Kupp,Chris Boswell,Won at $0
Peacocks,Nick Foles,Dropped
Peacocks,Josey Jewell,Won at $3
FUCK YOU MELVIN JUST PLAY,Patrick Onwuasor,Dropped
FUCK YOU MELVIN JUST PLAY,Devin Bush,Won at $4
2 Gurleys 1 Kupp,Damon Harrison,Dropped
Placeholder,Keanu Neal,Dropped
Placeholder,Jabrill Peppers,Won at $0
Placeholder,Jerome Baker,Dropped
Placeholder,Kyzir White,Won at $0
Bye Week,Darrell Henderson,Dropped
Bye Week,Ka'imi Fairbairn,Won at $0
FUCK YOU MELVIN JUST PLAY,Justice Hill,Won at $0
Team Suzy,Noah Fant,Dropped
Team Suzy,Raheem Mostert,Won at $0
Placeholder,Clayton Geathers,Dropped
Placeholder,Jordan Whitehead,Won at $0
SKEET BALL,Dante Pettis,Dropped
SKEET BALL,Danny Amendola,Won at $1
Famous Amos,Ha Ha Clinton-Dix,Dropped
Famous Amos,Chris Thompson,Won at $1
Bye Week,Devin White,Dropped
Bye Week,Thomas Davis,Won at $2
FUCK YOU MELVIN JUST PLAY,Vonn Bell,Won at $3
FUCK YOU MELVIN JUST PLAY,Todd Davis,Dropped
FUCK YOU MELVIN JUST PLAY,Patrick Onwuasor,Won at $3
Team Suzy,Darwin Thompson,Dropped
Team Suzy,John Ross,Won at $4
Team Suzy,Kyle Rudolph,Dropped
Team Suzy,Jimmy Graham,Won at $4
SKEET BALL,Rashaad Penny,Dropped
SKEET BALL,Cameron Wake,Won at $4
The Tank,Darnell Savage,Dropped
The Tank,Courtland Sutton,Won at $4
FUCK YOU MELVIN JUST PLAY,Jamison Crowder,Won at $5
2 Gurleys 1 Kupp,John Brown,Won at $6
FUCK YOU MELVIN JUST PLAY,Ronald Jones,Won at $7
2 Gurleys 1 Kupp,Sam Hubbard,Won at $9
2 Gurleys 1 Kupp,Gardner Minshew,Won at $9
Veteran Minimum,J.J. Arcega-Whiteside,Dropped
Veteran Minimum,Terry McLaurin,Won at $11
Bye Week,Giovani Bernard,Won at $13
Bye Week,Marquise Brown,Won at $21
FUCK YOU MELVIN JUST PLAY,Geronimo Allison,Dropped
FUCK YOU MELVIN JUST PLAY,David Njoku,Dropped
FUCK YOU MELVIN JUST PLAY,Jaire Alexander,Dropped
FUCK YOU MELVIN JUST PLAY,Jurrell Casey,Dropped
2 Gurleys 1 Kupp,Ka'imi Fairbairn,Dropped
Bye Week,Mason Crosby,Dropped
Bye Week,Corey Davis,Dropped
2 Gurleys 1 Kupp,Marcus Maye,Dropped
2 Gurleys 1 Kupp,Quinnen Williams,Dropped
Team Suzy,Justin Simmons,Dropped
Team Suzy,Justin Reid,Won at $0
Donalds Ducks,Lamar Miller,Dropped
Donalds Ducks,Marquise Goodwin,Won at $0
Flowers &amp; Flowers,Chris Thompson,Dropped
Donalds Ducks,Damien Harris,Dropped
Donalds Ducks,Jalen Richard,Won at $0
Team Suzy,Noah Fant,Won at $0
2 Gurleys 1 Kupp,Greg Olsen,Dropped
2 Gurleys 1 Kupp,Darren Waller,Won at $0
SKEET BALL,Tyrell Williams,Won at $7
Team Suzy,Trey Burton,Dropped
SKEET BALL,N'Keal Harry,Dropped
Placeholder,Jayon Brown,Dropped
Placeholder,Jerome Baker,Won at $0
Team Suzy,Ronald Jones,Dropped
Team Suzy,Kyle Rudolph,Won at $0
2 Gurleys 1 Kupp,Damon Harrison,Won at $0
Veteran Minimum,Mason Foster,Dropped
Veteran Minimum,Shaun Dion Hamilton,Won at $1
Team Suzy,Sam Darnold,Traded From Flowers &amp; Flowers
Flowers &amp; Flowers,Tyler Boyd,Traded From Team Suzy
Flowers &amp; Flowers,Alexander Mattison,Traded From 2 Gurleys 1 Kupp
Flowers &amp; Flowers,Myles Garrett,Traded From 2 Gurleys 1 Kupp
2 Gurleys 1 Kupp,Philip Rivers,Traded From Flowers &amp; Flowers
Team Suzy,Jalen Richard,Dropped
Team Suzy,Carlos Hyde,Won at $0
2 Gurleys 1 Kupp,Anthony Miller,Dropped
2 Gurleys 1 Kupp,Quinnen Williams,Won at $0
2 Gurleys 1 Kupp,Shaq Green-Thompson,Dropped
2 Gurleys 1 Kupp,Kareem Jackson,Won at $0
Famous Amos,Jamaal Williams,Dropped
Famous Amos,Jamie Collins,Won at $1
Team Suzy,Darron Lee,Dropped
Team Suzy,Jalen Richard,Won at $0
Team Suzy,Charvarius Ward,Dropped
Team Suzy,Tre Boston,Won at $0
2 Gurleys 1 Kupp,Darren Waller,Dropped
2 Gurleys 1 Kupp,Greg Olsen,Won at $1
2 Gurleys 1 Kupp,Johnathan Abram,Dropped
2 Gurleys 1 Kupp,Anthony Miller,Won at $1
Donalds Ducks,Kenny Moore,Dropped
Donalds Ducks,Damien Harris,Won at $3
Donalds Ducks,Devin Funchess,Dropped
Donalds Ducks,Demaryius Thomas,Won at $5
Veteran Minimum,Kyle Van Noy,Dropped
Veteran Minimum,Mason Foster,Won at $6
Veteran Minimum,Derwin James,Dropped
Veteran Minimum,Eddie Jackson,Won at $7
FUCK YOU MELVIN JUST PLAY,Justin Jackson,Won at $0
FUCK YOU MELVIN JUST PLAY,Benardrick McKinney,Won at $0
FUCK YOU MELVIN JUST PLAY,Frank Clark,Won at $0
FUCK YOU MELVIN JUST PLAY,Damien Williams,Won at $0
Team Suzy,Josh Rosen,Won at $0
