FUCK YOU LEVEON JUST PLAY,Marcus Maye,DB,Won at $3
SKEET BALL,Sean Lee,LB,Dropped
SKEET BALL,Matt Milano,LB,Won at $5
The Tank,Bruce Irvin,DL,Dropped
The Tank,Jonathan Allen,DL,Won at $10
FUCK YOU LEVEON JUST PLAY,Tarik Cohen,RB,Won at $10
Garropoyolo,Ezekiel Ansah,DL,Dropped
Garropoyolo,Javorius Allen,RB,Won at $10
The Tank,Mason Foster,LB,Dropped
The Tank,Dede Westbrook,WR,Won at $12
Veteran Minimum,Anthony Miller,WR,Dropped
Veteran Minimum,Wendell Smallwood,RB,Won at $31
FUCK YOU LEVEON JUST PLAY,Nyheim Hines,RB,Won at $40
FUCK YOU LEVEON JUST PLAY,Preston Brown,LB,Dropped
FUCK YOU LEVEON JUST PLAY,Josey Jewell,LB,Dropped
FUCK YOU LEVEON JUST PLAY,Ramik Wilson,LB,Dropped
The Tank,C.J. Anderson,RB,Dropped
The Tank,Mason Foster,LB,Won at $0
It's Complicated,Theo Riddick,RB,Dropped
It's Complicated,Jarrad Davis,LB,Won at $0
Team Suzy,Austin Seferian-Jenkins,TE,Dropped
Team Suzy,Rhett Ellison,TE,Won at $0
Team Suzy,Geoff Swaim,TE,Dropped
Team Suzy,Austin Seferian-Jenkins,TE,Won at $0
Odell Beckham Jesus,Cairo Santos,K,Won at $0
Team Suzy,Jeff Heuerman,TE,Dropped
Team Suzy,Geoff Swaim,TE,Won at $0
Odell Beckham Jesus,Vontaze Burfict,LB,Dropped
Odell Beckham Jesus,Ndamukong Suh,DL,Won at $0
Placeholder,Denzel Perryman,LB,Dropped
Placeholder,Donte Jackson,DB,Won at $1
Placeholder,Cory Littleton,LB,Won at $1
Team Suzy,Jessie Bates,DB,Dropped
Team Suzy,Damontae Kazee,DB,Won at $0
Veteran Minimum,Earl Thomas,DB,Dropped
Veteran Minimum,Tony Jefferson,DB,Won at $2
Veteran Minimum,Will Dissly,TE,Dropped
Veteran Minimum,Jordy Nelson,WR,Won at $2
Odell Beckham Jesus,Adam Vinatieri,K,Dropped
2 Gurleys 1 Kupp,Jakeem Grant,WR,Dropped
2 Gurleys 1 Kupp,Mike Davis,RB,Won at $0
Team Suzy,Donte Jackson,DB,Dropped
Team Suzy,Jessie Bates,DB,Won at $0
2 Gurleys 1 Kupp,Austin Hooper,TE,Won at $0
Team Suzy,Javorius Allen,RB,Dropped
Team Suzy,Jeff Heuerman,TE,Won at $0
Team Suzy,Adoree' Jackson,DB,Dropped
Team Suzy,Takkarist McKinley,DL,Won at $0
2017 Cleveland Browns,Karl Joseph,DB,Dropped
2017 Cleveland Browns,Bud Dupree,LB,Won at $0
Peacocks,Cody Parkey,K,Dropped
Peacocks,Ryan Succop,K,Won at $1
FUCK YOU LEVEON JUST PLAY,Avery Williamson,LB,Won at $3
Odell Beckham Jesus,Zach Brown,LB,Won at $5
Odell Beckham Jesus,Vontaze Burfict,LB,Won at $5
Peacocks,Peyton Barber,RB,Dropped
Peacocks,T.J. Yeldon,RB,Won at $76
Odell Beckham Jesus,Jordan Wilkins,RB,Dropped
Odell Beckham Jesus,Ted Ginn,WR,Dropped
FUCK YOU LEVEON JUST PLAY,O.J. Howard,TE,Dropped
2 Gurleys 1 Kupp,Tyler Eifert,TE,Dropped
Team Suzy,Ryan Smith,DB,Dropped
Team Suzy,Donte Jackson,DB,Won at $0
Team Suzy,Tony Jefferson,DB,Dropped
Team Suzy,Ryan Smith,DB,Won at $0
It's Complicated,Rodney McLeod,DB,Dropped
It's Complicated,Denzel Ward,DB,Won at $0
Placeholder,T.J. Yeldon,RB,Dropped
Placeholder,Chris Godwin,WR,Won at $0
Placeholder,Robert Quinn,DL,Won at $0
Placeholder,Isaac Rochell,DL,Dropped
Placeholder,Denzel Perryman,LB,Won at $0
Odell Beckham Jesus,Ted Ginn,WR,Won at $0
Team Suzy,Jamaal Williams,RB,Dropped
Team Suzy,Javorius Allen,RB,Won at $0
Garropoyolo,Corey Grant,RB,Dropped
Garropoyolo,Duke Ejiofor,DL,Won at $1
Garropoyolo,Kawann Short,DL,Dropped
Garropoyolo,Vance McDonald,TE,Won at $1
Placeholder,Dustin Hopkins,K,Dropped
Placeholder,Caleb Sturgis,K,Won at $1
Veteran Minimum,Vonn Bell,DB,Dropped
Veteran Minimum,Tre Boston,DB,Won at $2
Veteran Minimum,Jabrill Peppers,DB,Dropped
Veteran Minimum,Fred Warner,LB,Won at $2
Placeholder,Sheldon Richardson,DL,Dropped
Placeholder,Rex Burkhead,RB,Dropped
FUCK YOU LEVEON JUST PLAY,Preston Brown,LB,Won at $0
Odell Beckham Jesus,Sam Ficken,K,Dropped
Odell Beckham Jesus,Adam Vinatieri,K,Won at $0
2 Gurleys 1 Kupp,Jakeem Grant,WR,Won at $0
Peacocks,Robbie Gould,K,Dropped
Peacocks,Cody Parkey,K,Won at $1
FUCK YOU LEVEON JUST PLAY,Ramik Wilson,LB,Won at $1
2 Gurleys 1 Kupp,Tyrod Taylor,QB,Dropped
2017 Cleveland Browns,Jesse James,TE,Dropped
2017 Cleveland Browns,Jared Cook,TE,Won at $0
SKEET BALL,Duke Ejiofor,DL,Dropped
SKEET BALL,Kenny Clark,DL,Won at $1
Peacocks,Sean Davis,DB,Dropped
Peacocks,Brian Poole,DB,Won at $3
Odell Beckham Jesus,Sterling Shepard,WR,Won at $3
FUCK YOU LEVEON JUST PLAY,Josey Jewell,LB,Won at $5
FUCK YOU LEVEON JUST PLAY,O.J. Howard,TE,Won at $5
Peacocks,Fred Warner,LB,Dropped
Peacocks,Nick Vigil,LB,Won at $11
Veteran Minimum,Tre'Quan Smith,WR,Dropped
Veteran Minimum,Alfred Morris,RB,Won at $17
Odell Beckham Jesus,C.J. Mosley,LB,Won at $21
Team Suzy,Duke Johnson,RB,Dropped
Team Suzy,C.J. Beathard,QB,Won at $29
Odell Beckham Jesus,Zach Brown,LB,Dropped
FUCK YOU LEVEON JUST PLAY,Logan Ryan,DB,Dropped
FUCK YOU LEVEON JUST PLAY,Rashaan Evans,LB,Dropped
FUCK YOU LEVEON JUST PLAY,Ryan Smith,DB,Dropped
FUCK YOU LEVEON JUST PLAY,B.J. Goodson,LB,Dropped
Odell Beckham Jesus,Janoris Jenkins,DB,Dropped
Odell Beckham Jesus,Larry Ogunjobi,DL,Dropped
Odell Beckham Jesus,Adam Vinatieri,K,Dropped
Odell Beckham Jesus,Sam Ficken,K,Won at $0
Odell Beckham Jesus,Marlon Mack,RB,Dropped
Odell Beckham Jesus,Janoris Jenkins,DB,Won at $0
2 Gurleys 1 Kupp,Adrian Amos,DB,Dropped
2 Gurleys 1 Kupp,Kenny Young,LB,Won at $0
Garropoyolo,Sterling Shepard,WR,Dropped
Garropoyolo,Corey Grant,RB,Won at $0
FUCK YOU LEVEON JUST PLAY,Minkah Fitzpatrick,DB,Won at $0
FUCK YOU LEVEON JUST PLAY,Rashaan Evans,LB,Won at $0
Team Suzy,Sam Bradford,QB,Dropped
Team Suzy,Tony Jefferson,DB,Won at $0
Odell Beckham Jesus,Jamison Crowder,WR,Dropped
Odell Beckham Jesus,Jordan Wilkins,RB,Won at $0
FUCK YOU LEVEON JUST PLAY,Jaquiski Tartt,DB,Dropped
FUCK YOU LEVEON JUST PLAY,Eli Apple,DB,Dropped
FUCK YOU LEVEON JUST PLAY,Alex Okafor,DL,Dropped
FUCK YOU LEVEON JUST PLAY,Brandon Graham,DL,Won at $1
FUCK YOU LEVEON JUST PLAY,Jacoby Brissett,QB,Dropped
FUCK YOU LEVEON JUST PLAY,Mark Barron,LB,Won at $1
It's Complicated,Jared Cook,TE,Dropped
It's Complicated,Latavius Murray,RB,Won at $16
FUCK YOU LEVEON JUST PLAY,Mike Adams,DB,Dropped
FUCK YOU LEVEON JUST PLAY,Logan Ryan,DB,Won at $1
FUCK YOU LEVEON JUST PLAY,Ndamukong Suh,DL,Dropped
FUCK YOU LEVEON JUST PLAY,Geno Atkins,DL,Won at $3
Peacocks,Jordan Wilkins,RB,Dropped
Peacocks,Jordan Matthews,WR,Won at $7
Peacocks,Benardrick McKinney,LB,Dropped
Peacocks,Reuben Foster,LB,Won at $11
Team Suzy,DeVante Parker,WR,Dropped
Team Suzy,Jamaal Williams,RB,Won at $25
Team Suzy,Kelvin Benjamin,WR,Dropped
Team Suzy,DeVante Parker,WR,Won at $0
2017 Cleveland Browns,Jack Doyle,TE,Dropped
2017 Cleveland Browns,Jesse James,TE,Won at $0
Team Suzy,Tarik Cohen,RB,Dropped
Team Suzy,Tyler Boyd,WR,Won at $0
2017 Cleveland Browns,Mark Barron,LB,Dropped
2017 Cleveland Browns,Antoine Bethea,DB,Won at $0
SKEET BALL,Brandon Graham,DL,Dropped
SKEET BALL,Duke Ejiofor,DL,Won at $1
It's Complicated,Nick Foles,QB,Dropped
It's Complicated,Matt Bryant,K,Won at $2
2 Gurleys 1 Kupp,Barry Church,DB,Dropped
2 Gurleys 1 Kupp,Justin Simmons,DB,Won at $0
Garropoyolo,Frank Clark,DL,Dropped
Garropoyolo,Kawann Short,DL,Won at $0
Team Suzy,Kareem Jackson,DB,Dropped
Team Suzy,Clayton Geathers,DB,Won at $1
SKEET BALL,Mario Addison,DL,Dropped
SKEET BALL,Jurrell Casey,DL,Won at $2
Veteran Minimum,Jake Elliott,K,Dropped
Veteran Minimum,Dan Bailey,K,Won at $2
Odell Beckham Jesus,Alfred Morris,RB,Dropped
Odell Beckham Jesus,Larry Ogunjobi,DL,Won at $2
It's Complicated,Patrick Chung,DB,Dropped
It's Complicated,Eric Weddle,DB,Won at $2
2 Gurleys 1 Kupp,Nick Perry,LB,Dropped
2 Gurleys 1 Kupp,Corey Clement,RB,Won at $6
SKEET BALL,Jamaal Williams,RB,Dropped
SKEET BALL,Antonio Callaway,WR,Won at $8
SKEET BALL,Ted Ginn,WR,Dropped
SKEET BALL,John Brown,WR,Won at $9
Garropoyolo,C.J. Mosley,LB,Dropped
Garropoyolo,Darius Leonard,LB,Won at $20
SKEET BALL,Pierre Garcon,WR,Dropped
SKEET BALL,DeSean Jackson,WR,Won at $26
Placeholder,Robby Anderson,WR,Dropped
Placeholder,Isaac Rochell,DL,Won at $0
2 Gurleys 1 Kupp,Malcolm Smith,LB,Dropped
2 Gurleys 1 Kupp,Nigel Bradham,LB,Won at $0
2 Gurleys 1 Kupp,Kurt Coleman,DB,Dropped
2 Gurleys 1 Kupp,Tyrann Mathieu,DB,Won at $0
2017 Cleveland Browns,Josh Doctson,WR,Dropped
2017 Cleveland Browns,Lorenzo Alexander,LB,Won at $0
Team Suzy,Cory Littleton,LB,Dropped
Team Suzy,Tarik Cohen,RB,Won at $0
It's Complicated,Dont'a Hightower,LB,Dropped
It's Complicated,Jordan Hicks,LB,Won at $0
2 Gurleys 1 Kupp,Malcolm Jenkins,DB,Dropped
2 Gurleys 1 Kupp,Nick Perry,LB,Won at $0
2 Gurleys 1 Kupp,Chris Long,DL,Dropped
2 Gurleys 1 Kupp,Stephon Gilmore,DB,Won at $0
Odell Beckham Jesus,Jamison Crowder,WR,Won at $0
Team Suzy,Glover Quin,DB,Dropped
Team Suzy,Sam Bradford,QB,Won at $1
Peacocks,Keelan Cole,WR,Won at $1
SKEET BALL,Andrew Sendejo,DB,Dropped
It's Complicated,Kyle Fuller,DB,Dropped
Odell Beckham Jesus,Kareem Hunt,RB,Traded From It's Complicated
It's Complicated,Matthew Stafford,QB,Traded From Odell Beckham Jesus
It's Complicated,Allen Robinson,WR,Traded From Odell Beckham Jesus
It's Complicated,Kyle Van Noy,LB,Dropped
It's Complicated,Jared Cook,TE,Won at $0
It's Complicated,Spencer Ware,RB,Dropped
It's Complicated,Kenny Golladay,WR,Won at $0
2 Gurleys 1 Kupp,Aaron Rodgers,QB,Traded From SKEET BALL
SKEET BALL,Mark Ingram,RB,Traded From 2 Gurleys 1 Kupp
SKEET BALL,Ryan Fitzpatrick,QB,Traded From 2 Gurleys 1 Kupp
2 Gurleys 1 Kupp,Myles Garrett,DL,Traded From Peacocks
2 Gurleys 1 Kupp,Mike Evans,WR,Traded From Peacocks
Peacocks,Jordan Howard,RB,Traded From 2 Gurleys 1 Kupp
Team Suzy,Damarious Randall,DB,Dropped
Team Suzy,Cory Littleton,LB,Won at $0
SKEET BALL,James Bradberry,DB,Dropped
SKEET BALL,Malcolm Butler,DB,Won at $0
Veteran Minimum,Paul Richardson,WR,Dropped
Veteran Minimum,Mike Williams,WR,Won at $0
Veteran Minimum,Ricky Seals-Jones,TE,Dropped
Veteran Minimum,Will Dissly,TE,Won at $0
SKEET BALL,Michael Gallup,WR,Dropped
SKEET BALL,Brandon Marshall,WR,Won at $0
SKEET BALL,Delanie Walker,TE,Dropped
SKEET BALL,Eric Ebron,TE,Won at $0
It's Complicated,Sam Bradford,QB,Dropped
It's Complicated,Austin Ekeler,RB,Won at $0
Team Suzy,Deion Jones,LB,Dropped
Team Suzy,Kareem Jackson,DB,Won at $0
Placeholder,Matt Bryant,K,Dropped
Placeholder,Dustin Hopkins,K,Won at $0
Placeholder,Keelan Cole,WR,Dropped
Placeholder,Sheldon Richardson,DL,Won at $0
Team Suzy,Jurrell Casey,DL,Dropped
Team Suzy,Joe Schobert,LB,Won at $1
Peacocks,Eric Weddle,DB,Dropped
Peacocks,John Johnson,DB,Won at $1
2 Gurleys 1 Kupp,Yannick Ngakoue,DL,Dropped
2 Gurleys 1 Kupp,Chris Long,DL,Won at $1
Team Suzy,Robert Alford,DB,Dropped
Team Suzy,Damarious Randall,DB,Won at $1
Peacocks,Jarrad Davis,LB,Dropped
Peacocks,Fred Warner,LB,Won at $1
2017 Cleveland Browns,Jordy Nelson,WR,Dropped
2017 Cleveland Browns,Karl Joseph,DB,Won at $1
2 Gurleys 1 Kupp,Denzel Perryman,LB,Dropped
2 Gurleys 1 Kupp,Quincy Enunwa,WR,Won at $2
SKEET BALL,Jahleel Addae,DB,Dropped
SKEET BALL,Ted Ginn,WR,Won at $2
Veteran Minimum,Keanu Neal,DB,Dropped
Veteran Minimum,Jabrill Peppers,DB,Won at $2
FUCK YOU LEVEON JUST PLAY,E.J. Gaines,DB,Dropped
FUCK YOU LEVEON JUST PLAY,Jacoby Brissett,QB,Won at $2
Odell Beckham Jesus,Justin Lawler,DL,Dropped
Odell Beckham Jesus,Carlos Dunlap,DL,Won at $3
Odell Beckham Jesus,Greg Olsen,TE,Dropped
Odell Beckham Jesus,George Kittle,TE,Won at $12
Team Suzy,Corey Clement,RB,Dropped
Team Suzy,Dion Lewis,RB,Won at $12
Odell Beckham Jesus,Ty Montgomery,RB,Dropped
Odell Beckham Jesus,Tyler Lockett,WR,Won at $12
Placeholder,Tarik Cohen,RB,Dropped
Placeholder,T.J. Yeldon,RB,Won at $15
The Tank,Devontae Booker,RB,Dropped
The Tank,Phillip Lindsay,RB,Won at $31
Team Suzy,Shaquill Griffin,DB,Dropped
Team Suzy,Glover Quin,DB,Won at $1
Peacocks,Dion Lewis,RB,Dropped
Peacocks,Jordan Wilkins,RB,Won at $2
2 Gurleys 1 Kupp,Marshon Lattimore,DB,Dropped
2 Gurleys 1 Kupp,Matt Prater,K,Won at $1
Placeholder,Joe Schobert,LB,Dropped
Placeholder,Anthony Hitchens,LB,Won at $1
SKEET BALL,Terrance Mitchell,DB,Dropped
SKEET BALL,Pierre Garcon,WR,Won at $2
Team Suzy,Jordan Wilkins,RB,Dropped
Team Suzy,Nelson Agholor,WR,Won at $1
2 Gurleys 1 Kupp,Muhammad Wilkerson,DL,Dropped
2 Gurleys 1 Kupp,Yannick Ngakoue,DL,Won at $3
Veteran Minimum,Logan Ryan,DB,Dropped
Veteran Minimum,Earl Thomas,DB,Won at $6
2 Gurleys 1 Kupp,Graham Gano,K,Dropped
2 Gurleys 1 Kupp,James Conner,RB,Won at $15
